class,departure_time,distance.value,duration.value,duration_in_traffic.value,end_lat,end_lon,fare.value,mode,origin,pair,place_id,rank,start_lat,start_lon,status
citywide,2018-06-06 12:43:47,6.952144189,36.71666667,,47.699252,-122.33352,2.5,transit,530330080021,530330080021-North-Seattle-College,North-Seattle-College,11,47.61177,-122.34257,OK
citywide,2018-06-06 12:43:47,6.257302672,26.46666667,,47.54841,-122.352194,2.5,transit,530330080021,530330080021-South-Seattle-College,South-Seattle-College,10,47.61177,-122.34257,OK
citywide,2018-06-06 12:43:47,1.329397141,11.5,,47.598939,-122.329158,2.5,transit,530330080021,530330080021-King-Street-Station,King-Street-Station,6,47.61177,-122.34257,OK
citywide,2018-06-06 12:43:47,0.4176507147,6.7,,47.611603,-122.33691,2.5,transit,530330080021,530330080021-Westlake-Center,Westlake-Center,1,47.61177,-122.34257,OK
citywide,2018-06-06 12:43:47,7.352392791,21.86666667,,47.702358,-122.32721,2.5,transit,530330080021,530330080021-Northgate-Transit-Center,Northgate-Transit-Center,12,47.61177,-122.34257,OK
citywide,2018-06-06 12:43:47,13.67930392,40.86666667,,47.455556,-122.254492,2.5,transit,530330080021,530330080021-Tukwila,Tukwila,14,47.61177,-122.34257,OK
citywide,2018-06-06 12:43:47,2.835301429,23.6,,47.583574,-122.333555,2.5,transit,530330080021,530330080021-SODO,SODO,8,47.61177,-122.34257,OK
citywide,2018-06-06 12:43:47,0.905531386,9.666666667,,47.601651,-122.334226,2.5,transit,530330080021,530330080021-Downtown-Pioneer-Square,Downtown-Pioneer-Square,3,47.61177,-122.34257,OK
citywide,2018-06-06 12:43:47,0.6059664388,8.983333333,,47.608001,-122.334658,2.5,transit,530330080021,530330080021-Downtown-Commercial-Core,Downtown-Commercial-Core,2,47.61177,-122.34257,OK
citywide,2018-06-06 12:43:47,4.27843381,26,,47.655614,-122.305211,2.5,transit,530330080021,530330080021-University-of-Washington,University-of-Washington,9,47.61177,-122.34257,OK
citywide,2018-06-06 12:43:47,11.66998135,40.38333333,,47.615523,-122.199049,2.5,transit,530330080021,530330080021-Downtown-Bellevue,Downtown-Bellevue,13,47.61177,-122.34257,OK
citywide,2018-06-06 12:43:47,1.32007458,17.41666667,,47.609422,-122.32512,2.5,transit,530330080021,530330080021-First-Hill-Citywide,First-Hill-Citywide,5,47.61177,-122.34257,OK
citywide,2018-06-06 12:43:47,1.073958981,11.88333333,,47.622933,-122.337105,2.5,transit,530330080021,530330080021-South-Lake-Union-Citywide,South-Lake-Union-Citywide,4,47.61177,-122.34257,OK
supermarket,2018-06-06 12:43:47,2.174642635,44.68333333,,47.5878704,-122.3286255,,walking,530330080022,530330080022-ChIJIWM_pp5qkFQRsh-E4oUVcIM,ChIJIWM_pp5qkFQRsh-E4oUVcIM,1,47.61235,-122.34743,OK
hospital,2018-06-06 12:43:47,1.658794282,38.73333333,,47.6046421,-122.3241072,,walking,530330080022,530330080022-ChIJF4d2MrhqkFQRUEyIT3cFhD0,ChIJF4d2MrhqkFQRUEyIT3cFhD0,1,47.61235,-122.34743,OK
cafe,2018-06-06 12:43:47,2.238036047,45.55,,47.585631,-122.334667,,walking,530330080022,530330080022-ChIJyRt2TSdAkFQRVO9V3SIUkq8,ChIJyRt2TSdAkFQRVO9V3SIUkq8,3,47.61235,-122.34743,OK
cafe,2018-06-06 12:43:47,2.104412679,42.78333333,,47.5875547,-122.3347336,,walking,530330080022,530330080022-ChIJJxKCPJ5qkFQRVo6Dmeyfxp4,ChIJJxKCPJ5qkFQRVo6Dmeyfxp4,2,47.61235,-122.34743,OK
cafe,2018-06-06 12:43:47,1.973275326,40.18333333,,47.5897801,-122.3347497,,walking,530330080022,530330080022-ChIJfaJuop9qkFQRaYcHchtXcpw,ChIJfaJuop9qkFQRaYcHchtXcpw,1,47.61235,-122.34743,OK
pharmacy,2018-06-06 12:43:47,1.661280298,35.06666667,,47.597326,-122.3254487,,walking,530330080022,530330080022-ChIJqRH4-7xqkFQRN10HBbSetOY,ChIJqRH4-7xqkFQRN10HBbSetOY,2,47.61235,-122.34743,OK
pharmacy,2018-06-06 12:43:47,1.430080796,29.88333333,,47.5994769,-122.3284721,,walking,530330080022,530330080022-ChIJgQQmcLtqkFQRylS8TNbK4NA,ChIJgQQmcLtqkFQRylS8TNbK4NA,1,47.61235,-122.34743,OK
pharmacy,2018-06-06 12:43:47,1.94157862,40.86666667,,47.596097,-122.321903,,walking,530330080022,530330080022-ChIJDyxYabxqkFQRuwXqxAyV_vY,ChIJDyxYabxqkFQRuwXqxAyV_vY,3,47.61235,-122.34743,OK
destination park,2018-06-06 12:43:47,3.96457427,86.61666667,,47.568994,-122.308655,,walking,530330080022,530330080022-Jefferson-Park,Jefferson-Park,2,47.61235,-122.34743,OK
destination park,2018-06-06 12:43:47,0.5059042884,10.1,,47.616675,-122.355396,,walking,530330080022,530330080022-Olympic-Sculpture-Park,Olympic-Sculpture-Park,1,47.61235,-122.34743,OK
destination park,2018-06-06 12:43:47,0.9316345556,18.21666667,,47.619871,-122.361605,,walking,530330080022,530330080022-Myrtle-Edwards-Park,Myrtle-Edwards-Park,3,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:47,1.599129894,36.86666667,,47.616587,-122.321611,,walking,530330080022,530330080022-Seattle-Central-College,Seattle-Central-College,7,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:47,6.853325047,144.9,,47.699252,-122.33352,,walking,530330080022,530330080022-North-Seattle-College,North-Seattle-College,11,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:47,6.077688005,125,,47.54841,-122.352194,,walking,530330080022,530330080022-South-Seattle-College,South-Seattle-College,9,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:47,1.422001243,29.6,,47.598939,-122.329158,,walking,530330080022,530330080022-King-Street-Station,King-Street-Station,2,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:47,0.6774394034,14.85,,47.611603,-122.33691,,walking,530330080022,530330080022-Westlake-Center,Westlake-Center,6,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:47,7.356121815,155.0833333,,47.702358,-122.32721,,walking,530330080022,530330080022-Northgate-Transit-Center,Northgate-Transit-Center,12,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:47,12.89931635,260.35,,47.455556,-122.254492,,walking,530330080022,530330080022-Tukwila,Tukwila,14,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:47,2.40770665,48.96666667,,47.583574,-122.333555,,walking,530330080022,530330080022-SODO,SODO,1,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:47,1.064014916,21.53333333,,47.601651,-122.334226,,walking,530330080022,530330080022-Downtown-Pioneer-Square,Downtown-Pioneer-Square,3,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:47,0.875077688,19.3,,47.608001,-122.334658,,walking,530330080022,530330080022-Downtown-Commercial-Core,Downtown-Commercial-Core,5,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:47,4.337476694,91.03333333,,47.655614,-122.305211,,walking,530330080022,530330080022-University-of-Washington,University-of-Washington,10,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:47,10.53325047,221.3666667,,47.615523,-122.199049,,walking,530330080022,530330080022-Downtown-Bellevue,Downtown-Bellevue,13,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:47,1.453076445,33.8,,47.609422,-122.32512,,walking,530330080022,530330080022-First-Hill-Citywide,First-Hill-Citywide,4,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:47,1.112492231,23.48333333,,47.622933,-122.337105,,walking,530330080022,530330080022-South-Lake-Union-Citywide,South-Lake-Union-Citywide,8,47.61235,-122.34743,OK
supermarket,2018-06-06 12:43:48,2.563704164,19.96666667,,47.5878704,-122.3286255,,bicycling,530330080022,530330080022-ChIJIWM_pp5qkFQRsh-E4oUVcIM,ChIJIWM_pp5qkFQRsh-E4oUVcIM,1,47.61235,-122.34743,OK
hospital,2018-06-06 12:43:48,1.814791796,17.76666667,,47.6046421,-122.3241072,,bicycling,530330080022,530330080022-ChIJF4d2MrhqkFQRUEyIT3cFhD0,ChIJF4d2MrhqkFQRUEyIT3cFhD0,1,47.61235,-122.34743,OK
cafe,2018-06-06 12:43:48,2.576134245,17.08333333,,47.585631,-122.334667,,bicycling,530330080022,530330080022-ChIJyRt2TSdAkFQRVO9V3SIUkq8,ChIJyRt2TSdAkFQRVO9V3SIUkq8,3,47.61235,-122.34743,OK
cafe,2018-06-06 12:43:48,2.4307023,16.38333333,,47.5875547,-122.3347336,,bicycling,530330080022,530330080022-ChIJJxKCPJ5qkFQRVo6Dmeyfxp4,ChIJJxKCPJ5qkFQRVo6Dmeyfxp4,2,47.61235,-122.34743,OK
cafe,2018-06-06 12:43:48,2.263517713,15.58333333,,47.5897801,-122.3347497,,bicycling,530330080022,530330080022-ChIJfaJuop9qkFQRaYcHchtXcpw,ChIJfaJuop9qkFQRaYcHchtXcpw,1,47.61235,-122.34743,OK
pharmacy,2018-06-06 12:43:48,2.019266625,17.23333333,,47.597326,-122.3254487,,bicycling,530330080022,530330080022-ChIJqRH4-7xqkFQRN10HBbSetOY,ChIJqRH4-7xqkFQRN10HBbSetOY,2,47.61235,-122.34743,OK
pharmacy,2018-06-06 12:43:48,1.787445618,15.25,,47.5994769,-122.3284721,,bicycling,530330080022,530330080022-ChIJgQQmcLtqkFQRylS8TNbK4NA,ChIJgQQmcLtqkFQRylS8TNbK4NA,1,47.61235,-122.34743,OK
pharmacy,2018-06-06 12:43:48,2.326289621,20.11666667,,47.596097,-122.321903,,bicycling,530330080022,530330080022-ChIJDyxYabxqkFQRuwXqxAyV_vY,ChIJDyxYabxqkFQRuwXqxAyV_vY,3,47.61235,-122.34743,OK
destination park,2018-06-06 12:43:48,4.546302051,36.9,,47.568994,-122.308655,,bicycling,530330080022,530330080022-Jefferson-Park,Jefferson-Park,2,47.61235,-122.34743,OK
destination park,2018-06-06 12:43:48,0.5059042884,5.616666667,,47.616675,-122.355396,,bicycling,530330080022,530330080022-Olympic-Sculpture-Park,Olympic-Sculpture-Park,1,47.61235,-122.34743,OK
destination park,2018-06-06 12:43:48,0.9701678061,5.916666667,,47.619871,-122.361605,,bicycling,530330080022,530330080022-Myrtle-Edwards-Park,Myrtle-Edwards-Park,3,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,1.827221877,19.5,,47.616587,-122.321611,,bicycling,530330080022,530330080022-Seattle-Central-College,Seattle-Central-College,7,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,7.888750777,53.78333333,,47.699252,-122.33352,,bicycling,530330080022,530330080022-North-Seattle-College,North-Seattle-College,11,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,6.451211933,45.13333333,,47.54841,-122.352194,,bicycling,530330080022,530330080022-South-Seattle-College,South-Seattle-College,9,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,1.77998757,15.48333333,,47.598939,-122.329158,,bicycling,530330080022,530330080022-King-Street-Station,King-Street-Station,2,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,1.011808577,9.25,,47.611603,-122.33691,,bicycling,530330080022,530330080022-Westlake-Center,Westlake-Center,6,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,8.098197638,56.7,,47.702358,-122.32721,,bicycling,530330080022,530330080022-Northgate-Transit-Center,Northgate-Transit-Center,12,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,14.9540087,82.85,,47.455556,-122.254492,,bicycling,530330080022,530330080022-Tukwila,Tukwila,14,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,2.781852082,19.05,,47.583574,-122.333555,,bicycling,530330080022,530330080022-SODO,SODO,1,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,1.426973275,11.81666667,,47.601651,-122.334226,,bicycling,530330080022,530330080022-Downtown-Pioneer-Square,Downtown-Pioneer-Square,3,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,1.050963331,9.883333333,,47.608001,-122.334658,,bicycling,530330080022,530330080022-Downtown-Commercial-Core,Downtown-Commercial-Core,5,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,6.214418894,38.65,,47.655614,-122.305211,,bicycling,530330080022,530330080022-University-of-Washington,University-of-Washington,10,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,12.80733375,77.71666667,,47.615523,-122.199049,,bicycling,530330080022,530330080022-Downtown-Bellevue,Downtown-Bellevue,13,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,1.755127408,18.25,,47.609422,-122.32512,,bicycling,530330080022,530330080022-First-Hill-Citywide,First-Hill-Citywide,4,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,1.345556246,11.36666667,,47.622933,-122.337105,,bicycling,530330080022,530330080022-South-Lake-Union-Citywide,South-Lake-Union-Citywide,8,47.61235,-122.34743,OK
supermarket,2018-06-06 12:43:48,2.270975761,6.466666667,,47.5878704,-122.3286255,,driving,530330080022,530330080022-ChIJIWM_pp5qkFQRsh-E4oUVcIM,ChIJIWM_pp5qkFQRsh-E4oUVcIM,1,47.61235,-122.34743,OK
hospital,2018-06-06 12:43:48,3.645121193,9.016666667,,47.6046421,-122.3241072,,driving,530330080022,530330080022-ChIJF4d2MrhqkFQRUEyIT3cFhD0,ChIJF4d2MrhqkFQRUEyIT3cFhD0,1,47.61235,-122.34743,OK
cafe,2018-06-06 12:43:48,2.144810441,5.733333333,,47.585631,-122.334667,,driving,530330080022,530330080022-ChIJyRt2TSdAkFQRVO9V3SIUkq8,ChIJyRt2TSdAkFQRVO9V3SIUkq8,3,47.61235,-122.34743,OK
cafe,2018-06-06 12:43:48,1.999378496,4.933333333,,47.5875547,-122.3347336,,driving,530330080022,530330080022-ChIJJxKCPJ5qkFQRVo6Dmeyfxp4,ChIJJxKCPJ5qkFQRVo6Dmeyfxp4,2,47.61235,-122.34743,OK
cafe,2018-06-06 12:43:48,1.832193909,3.766666667,,47.5897801,-122.3347497,,driving,530330080022,530330080022-ChIJfaJuop9qkFQRaYcHchtXcpw,ChIJfaJuop9qkFQRaYcHchtXcpw,1,47.61235,-122.34743,OK
pharmacy,2018-06-06 12:43:48,2.816656308,9.75,,47.597326,-122.3254487,,driving,530330080022,530330080022-ChIJqRH4-7xqkFQRN10HBbSetOY,ChIJqRH4-7xqkFQRN10HBbSetOY,2,47.61235,-122.34743,OK
pharmacy,2018-06-06 12:43:48,2.730267247,8.166666667,,47.5994769,-122.3284721,,driving,530330080022,530330080022-ChIJgQQmcLtqkFQRylS8TNbK4NA,ChIJgQQmcLtqkFQRylS8TNbK4NA,1,47.61235,-122.34743,OK
pharmacy,2018-06-06 12:43:48,2.863890615,8.866666667,,47.596097,-122.321903,,driving,530330080022,530330080022-ChIJDyxYabxqkFQRuwXqxAyV_vY,ChIJDyxYabxqkFQRuwXqxAyV_vY,3,47.61235,-122.34743,OK
destination park,2018-06-06 12:43:48,4.684275948,10.96666667,,47.568994,-122.308655,,driving,530330080022,530330080022-Jefferson-Park,Jefferson-Park,2,47.61235,-122.34743,OK
destination park,2018-06-06 12:43:48,4.087010566,14.36666667,,47.616675,-122.355396,,driving,530330080022,530330080022-Olympic-Sculpture-Park,Olympic-Sculpture-Park,1,47.61235,-122.34743,OK
destination park,2018-06-06 12:43:48,4.780609074,17.43333333,,47.619871,-122.361605,,driving,530330080022,530330080022-Myrtle-Edwards-Park,Myrtle-Edwards-Park,3,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,4.72156619,11.6,,47.616587,-122.321611,,driving,530330080022,530330080022-Seattle-Central-College,Seattle-Central-College,7,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,10.73461778,18.05,,47.699252,-122.33352,,driving,530330080022,530330080022-North-Seattle-College,North-Seattle-College,11,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,6.047855811,11.63333333,,47.54841,-122.352194,,driving,530330080022,530330080022-South-Seattle-College,South-Seattle-College,9,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,2.686761964,7.766666667,,47.598939,-122.329158,,driving,530330080022,530330080022-King-Street-Station,King-Street-Station,2,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,4.259788689,12.21666667,,47.611603,-122.33691,,driving,530330080022,530330080022-Westlake-Center,Westlake-Center,6,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,11.35301429,18.3,,47.702358,-122.32721,,driving,530330080022,530330080022-Northgate-Transit-Center,Northgate-Transit-Center,12,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,13.44872592,20.05,,47.455556,-122.254492,,driving,530330080022,530330080022-Tukwila,Tukwila,14,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,2.349906774,6.316666667,,47.583574,-122.333555,,driving,530330080022,530330080022-SODO,SODO,1,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,2.739589807,8.45,,47.601651,-122.334226,,driving,530330080022,530330080022-Downtown-Pioneer-Square,Downtown-Pioneer-Square,3,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,4.022995649,10.5,,47.608001,-122.334658,,driving,530330080022,530330080022-Downtown-Commercial-Core,Downtown-Commercial-Core,5,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,8.584835301,19.13333333,,47.655614,-122.305211,,driving,530330080022,530330080022-University-of-Washington,University-of-Washington,10,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,13.05531386,20.63333333,,47.615523,-122.199049,,driving,530330080022,530330080022-Downtown-Bellevue,Downtown-Bellevue,13,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,3.93536358,10.15,,47.609422,-122.32512,,driving,530330080022,530330080022-First-Hill-Citywide,First-Hill-Citywide,4,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,5.596643878,13.56666667,,47.622933,-122.337105,,driving,530330080022,530330080022-South-Lake-Union-Citywide,South-Lake-Union-Citywide,8,47.61235,-122.34743,OK
supermarket,2018-06-06 12:43:48,2.763828465,27.61666667,,47.5878704,-122.3286255,2.5,transit,530330080022,530330080022-ChIJIWM_pp5qkFQRsh-E4oUVcIM,ChIJIWM_pp5qkFQRsh-E4oUVcIM,1,47.61235,-122.34743,OK
hospital,2018-06-06 12:43:48,1.696084525,29.08333333,,47.6046421,-122.3241072,2.5,transit,530330080022,530330080022-ChIJF4d2MrhqkFQRUEyIT3cFhD0,ChIJF4d2MrhqkFQRUEyIT3cFhD0,1,47.61235,-122.34743,OK
cafe,2018-06-06 12:43:48,2.860783095,27.13333333,,47.585631,-122.334667,2.5,transit,530330080022,530330080022-ChIJyRt2TSdAkFQRVO9V3SIUkq8,ChIJyRt2TSdAkFQRVO9V3SIUkq8,3,47.61235,-122.34743,OK
cafe,2018-06-06 12:43:48,3.001243008,28.68333333,,47.5875547,-122.3347336,2.5,transit,530330080022,530330080022-ChIJJxKCPJ5qkFQRVo6Dmeyfxp4,ChIJJxKCPJ5qkFQRVo6Dmeyfxp4,2,47.61235,-122.34743,OK
cafe,2018-06-06 12:43:48,2.641392169,26.55,,47.5897801,-122.3347497,2.5,transit,530330080022,530330080022-ChIJfaJuop9qkFQRaYcHchtXcpw,ChIJfaJuop9qkFQRaYcHchtXcpw,1,47.61235,-122.34743,OK
pharmacy,2018-06-06 12:43:48,1.917339963,22.91666667,,47.597326,-122.3254487,2.5,transit,530330080022,530330080022-ChIJqRH4-7xqkFQRN10HBbSetOY,ChIJqRH4-7xqkFQRN10HBbSetOY,2,47.61235,-122.34743,OK
pharmacy,2018-06-06 12:43:48,1.725295214,23.66666667,,47.5994769,-122.3284721,2.5,transit,530330080022,530330080022-ChIJgQQmcLtqkFQRylS8TNbK4NA,ChIJgQQmcLtqkFQRylS8TNbK4NA,1,47.61235,-122.34743,OK
pharmacy,2018-06-06 12:43:48,2.303915475,30.93333333,,47.596097,-122.321903,2.5,transit,530330080022,530330080022-ChIJDyxYabxqkFQRuwXqxAyV_vY,ChIJDyxYabxqkFQRuwXqxAyV_vY,3,47.61235,-122.34743,OK
destination park,2018-06-06 12:43:48,4.380981976,43.51666667,,47.568994,-122.308655,2.5,transit,530330080022,530330080022-Jefferson-Park,Jefferson-Park,2,47.61235,-122.34743,OK
destination park,2018-06-06 12:43:48,0.5059042884,10.1,,47.616675,-122.355396,,transit,530330080022,530330080022-Olympic-Sculpture-Park,Olympic-Sculpture-Park,1,47.61235,-122.34743,OK
destination park,2018-06-06 12:43:48,1.677439403,16.58333333,,47.619871,-122.361605,2.5,transit,530330080022,530330080022-Myrtle-Edwards-Park,Myrtle-Edwards-Park,3,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,1.957737725,20.73333333,,47.616587,-122.321611,2.5,transit,530330080022,530330080022-Seattle-Central-College,Seattle-Central-College,7,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,6.929148539,40.21666667,,47.699252,-122.33352,2.5,transit,530330080022,530330080022-North-Seattle-College,North-Seattle-College,11,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,6.550652579,33.58333333,,47.54841,-122.352194,2.5,transit,530330080022,530330080022-South-Seattle-College,South-Seattle-College,9,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,1.717215662,23.4,,47.598939,-122.329158,2.5,transit,530330080022,530330080022-King-Street-Station,King-Street-Station,2,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,0.8812927284,13.6,,47.611603,-122.33691,2.5,transit,530330080022,530330080022-Westlake-Center,Westlake-Center,6,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,7.667495339,29.6,,47.702358,-122.32721,2.5,transit,530330080022,530330080022-Northgate-Transit-Center,Northgate-Transit-Center,12,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,13.99378496,48.58333333,,47.455556,-122.254492,2.5,transit,530330080022,530330080022-Tukwila,Tukwila,14,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,3.298943443,30.66666667,,47.583574,-122.333555,2.5,transit,530330080022,530330080022-SODO,SODO,1,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,1.519577377,21.46666667,,47.601651,-122.334226,2.5,transit,530330080022,530330080022-Downtown-Pioneer-Square,Downtown-Pioneer-Square,3,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,1.069608452,16.55,,47.608001,-122.334658,2.5,transit,530330080022,530330080022-Downtown-Commercial-Core,Downtown-Commercial-Core,5,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,4.593536358,33.71666667,,47.655614,-122.305211,2.5,transit,530330080022,530330080022-University-of-Washington,University-of-Washington,10,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,11.9844624,48.1,,47.615523,-122.199049,2.5,transit,530330080022,530330080022-Downtown-Bellevue,Downtown-Bellevue,13,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,1.783716594,23.85,,47.609422,-122.32512,2.5,transit,530330080022,530330080022-First-Hill-Citywide,First-Hill-Citywide,4,47.61235,-122.34743,OK
citywide,2018-06-06 12:43:48,1.129894344,17.01666667,,47.622933,-122.337105,2.5,transit,530330080022,530330080022-South-Lake-Union-Citywide,South-Lake-Union-Citywide,8,47.61235,-122.34743,OK
hospital,2018-06-06 12:43:49,0.1597265382,3.066666667,,47.6085893,-122.3354827,,walking,530330081002,530330081002-ChIJP3GQ7bNqkFQRUJv6jqfiHCc,ChIJP3GQ7bNqkFQRUJv6jqfiHCc,1,47.60683,-122.3343,OK
pharmacy,2018-06-06 12:43:49,0.2330640149,4.7,,47.6091539,-122.3369439,,walking,530330081002,530330081002-ChIJcQpovbNqkFQR99NIkxLZ2ys,ChIJcQpovbNqkFQR99NIkxLZ2ys,3,47.60683,-122.3343,OK
pharmacy,2018-06-06 12:43:49,0.125543816,2.933333333,,47.6060177,-122.3323943,,walking,530330081002,530330081002-ChIJffroI7FqkFQRqKhshGXvN9Y,ChIJffroI7FqkFQRqKhshGXvN9Y,1,47.60683,-122.3343,OK
pharmacy,2018-06-06 12:43:49,0.125543816,2.933333333,,47.6060177,-122.3323943,,walking,530330081002,530330081002-ChIJffroI7FqkFQRZnnEcfx5WTs,ChIJffroI7FqkFQRZnnEcfx5WTs,2,47.60683,-122.3343,OK
cafe,2018-06-06 12:43:49,0.05842137974,1.133333333,,47.607617,-122.3347883,,walking,530330081002,530330081002-ChIJeVn94rNqkFQR_vdGCDV4HD0,ChIJeVn94rNqkFQR_vdGCDV4HD0,2,47.60683,-122.3343,OK
cafe,2018-06-06 12:43:49,0.06960845245,1.766666667,,47.6070944,-122.3333656,,walking,530330081002,530330081002-ChIJWRrZRLFqkFQR_DM2su2gLKM,ChIJWRrZRLFqkFQR_DM2su2gLKM,3,47.60683,-122.3343,OK
cafe,2018-06-06 12:43:49,0.08203853325,1.783333333,,47.6062177,-122.333842,,walking,530330081002,530330081002-ChIJ25_6PLFqkFQRmUi2W2lK2DU,ChIJ25_6PLFqkFQRmUi2W2lK2DU,1,47.60683,-122.3343,OK
supermarket,2018-06-06 12:43:49,0.09571162213,1.866666667,,47.6081235,-122.3355137,,walking,530330081002,530330081002-ChIJvYQm8LNqkFQRjJM6WIcYE1A,ChIJvYQm8LNqkFQRjJM6WIcYE1A,1,47.60683,-122.3343,OK
destination park,2018-06-06 12:43:49,1.503418272,30.33333333,,47.6262,-122.337323,,walking,530330081002,530330081002-Lake-Union-Park,Lake-Union-Park,3,47.60683,-122.3343,OK
destination park,2018-06-06 12:43:49,1.152889994,27.3,,47.61732,-122.31957,,walking,530330081002,530330081002-Cal-Anderson-Park,Cal-Anderson-Park,1,47.60683,-122.3343,OK
destination park,2018-06-06 12:43:49,1.353635799,26.65,,47.616675,-122.355396,,walking,530330081002,530330081002-Olympic-Sculpture-Park,Olympic-Sculpture-Park,2,47.60683,-122.3343,OK
citywide,2018-06-06 12:43:49,1.066500932,25.11666667,,47.616587,-122.321611,,walking,530330081002,530330081002-Seattle-Central-College,Seattle-Central-College,5,47.60683,-122.3343,OK
citywide,2018-06-06 12:43:49,7.233064015,150.7666667,,47.699252,-122.33352,,walking,530330081002,530330081002-North-Seattle-College,North-Seattle-College,11,47.60683,-122.3343,OK
citywide,2018-06-06 12:43:49,5.565568676,115.3333333,,47.54841,-122.352194,,walking,530330081002,530330081002-South-Seattle-College,South-Seattle-College,10,47.60683,-122.3343,OK
citywide,2018-06-06 12:43:49,0.6544437539,13.41666667,,47.598939,-122.329158,,walking,530330081002,530330081002-King-Street-Station,King-Street-Station,7,47.60683,-122.3343,OK
citywide,2018-06-06 12:43:49,0.406463642,8.2,,47.611603,-122.33691,,walking,530330081002,530330081002-Westlake-Center,Westlake-Center,4,47.60683,-122.3343,OK
citywide,2018-06-06 12:43:49,7.332504661,155.2833333,,47.702358,-122.32721,,walking,530330081002,530330081002-Northgate-Transit-Center,Northgate-Transit-Center,12,47.60683,-122.3343,OK
citywide,2018-06-06 12:43:49,12.18085768,245.7,,47.455556,-122.254492,,walking,530330081002,530330081002-Tukwila,Tukwila,14,47.60683,-122.3343,OK
citywide,2018-06-06 12:43:49,1.824114357,37.4,,47.583574,-122.333555,,walking,530330081002,530330081002-SODO,SODO,8,47.60683,-122.3343,OK
citywide,2018-06-06 12:43:49,0.4623990056,9.983333333,,47.601651,-122.334226,,walking,530330081002,530330081002-Downtown-Pioneer-Square,Downtown-Pioneer-Square,2,47.60683,-122.3343,OK
citywide,2018-06-06 12:43:49,0.1081417029,2.35,,47.608001,-122.334658,,walking,530330081002,530330081002-Downtown-Commercial-Core,Downtown-Commercial-Core,1,47.60683,-122.3343,OK
citywide,2018-06-06 12:43:49,4.371037912,91.38333333,,47.655614,-122.305211,,walking,530330081002,530330081002-University-of-Washington,University-of-Washington,9,47.60683,-122.3343,OK
